id,created_at,text,favorite_count,retweet_count
1077861845652824065,2018-12-26 09:41:04,"b'@RatnRajiv delivered a research talk at the Central Research Laboratories of NEC Corporation, Japan. He discussed s\xe2\x80\xa6 https://t.co/nQiLhO9zkD'",14,2
1077417463258566656,2018-12-25 04:15:15,b'@midasIIITD look forward to work together. https://t.co/nrpf32ODo2',1,0
1077398614966599680,2018-12-25 03:00:21,"b'@the_dhumketu @punnibhai @Hitkul_, FYI. https://t.co/yZb9mdr6IB'",2,1
1077106437673803776,2018-12-24 07:39:21,b'RT @iiit_hyderabad: KCIS Distinguished Lecture by Andrew Zisserman on Learning from Sight and Sound. Three-time Marr Prize winner Zisserman\xe2\x80\xa6',0,12
1075961723322945536,2018-12-21 03:50:39,"b'RT @StanfordAILab: Our latest blog post is out! \n\nCheck it out for a recording and summary of highlights from the event ""AI and the Future\xe2\x80\xa6'",0,32
1075814483304448000,2018-12-20 18:05:35,"b'RT @medialab: In two new papers, @PratikShahPhD and collaborators present novel #AI and machine learning methods to improve diagnosis at th\xe2\x80\xa6'",0,8
1075635627293519874,2018-12-20 06:14:52,b'RT @RatnRajiv: Wonderful get together with our NII colleagues. Prior to that we had a wonderful talk with Prof Chua Tat-Seng from National\xe2\x80\xa6',0,3
1075213255818104832,2018-12-19 02:16:31,b'@ACMMM19 is the premier international conference in the area of multimedia within the field of computer science. Mu\xe2\x80\xa6 https://t.co/8lKiTK7FBY',2,3
1075038589505990656,2018-12-18 14:42:27,b'Feel free to contact us if you have any query on @ACMMM19. We look forward to your submissions to ACM Multimedia co\xe2\x80\xa6 https://t.co/616EFI1MVE',3,2
1075034751575048192,2018-12-18 14:27:12,b'@NilayShri @RatnRajiv @ACMMM19 Looking forward to your paper to @ACMMM19.',3,0
1075031814996090887,2018-12-18 14:15:32,"b'@midasIIITD head, Dr. @RatnRajiv appointed as one of the publicity co-chairs for @ACMMM19. ACM Multimedia is the pr\xe2\x80\xa6 https://t.co/QIGDlmunLN'",12,5
1075006305620832256,2018-12-18 12:34:10,b'@ACMMM19 @the_dhumketu fill the volunteer form for reviewer.',1,0
1075006188100608000,2018-12-18 12:33:42,b'RT @ACMMM19: New in 2019! Volunteer to serve as ACM Multimedia Area Chair or Reviewer. Please provide information on your qualifications in\xe2\x80\xa6',0,7
1074886619369336832,2018-12-18 04:38:35,"b'RT @IIITDelhi: Congratulations! authors Yaman @the_dhumketu, @RatnRajiv, and team @midasIIITD for winning the best poster runner-up at 20th\xe2\x80\xa6'",0,3
1074710061958627328,2018-12-17 16:57:00,"b'Best wishes to @midasIIITD students @_himanshu0113, @Hitkul_, and Shivangi on starting their research internship at\xe2\x80\xa6 https://t.co/tL35MUcQvR'",14,4
1074682060990701568,2018-12-17 15:05:44,"b'RT @MIT: Computer model could improve human-machine interaction, provide insight into how children learn language. https://t.co/ToQo6GTMcG\xe2\x80\xa6'",0,20
1074674829691826177,2018-12-17 14:37:00,"b'RT @kdnuggets: Great @Wired interview with Geoff #Hinton on #AI risks, explanation, Graphcore chips, brain vs neural nets, and why there wi\xe2\x80\xa6'",0,20
1074666971877101568,2018-12-17 14:05:47,b'RT @harvardmed: A defective metabolic pathway in aging immune cells may explain why the elderly commonly experience weakened immunity https\xe2\x80\xa6',0,167
1074318566822834176,2018-12-16 15:01:20,b'RT @stanfordnlp: Thread on (neural) reasoning. \xf0\x9f\x91\x87 https://t.co/kyJs5xztwA',0,10
1072701656045772800,2018-12-12 03:56:19,"b'Congratulations! Yaman @the_dhumketu, Rohit, Salik, Yifang, Roger, @RatnRajiv for winning the best poster runner-up\xe2\x80\xa6 https://t.co/7fAKUXLkgy'",16,3
1068888664422240257,2018-12-01 15:24:51,"b'Yaman @the_dhumketu presented our idea of reconstructing speech from silent videos based on lip movements in the ""B\xe2\x80\xa6 https://t.co/nIDfysu8Ry'",20,4
1065094595229491200,2018-11-21 04:08:34,b'Several Research Assistant and Intern positions are available at @midasIIITD lab. Check https://t.co/tfdisnpfw1 for\xe2\x80\xa6 https://t.co/zLvYxkt5Ht',11,10
1064806843262763010,2018-11-20 09:05:09,b'RT @kdnuggets: Variational Autoencoders Explained \xe2\x80\x93 Towards Data Science https://t.co/g2HC2ne5DW https://t.co/CHkAMeYoNz',0,10
1064464254110060544,2018-11-19 10:23:49,b'Positions for research assistants and interns are open at the @midasIIITD Lab. Check https://t.co/tfdisn7E7r for mo\xe2\x80\xa6 https://t.co/u6sJW3IsbU',2,4
1059529161444900865,2018-11-05 19:33:31,"b'Congratulations @Leomi7 Meghna, @punnibhai Puneet, @RatnRajiv, and Dr. Shree Gopal Sharma for getting your paper, E\xe2\x80\xa6 https://t.co/Awighdq7cX'",7,2
1058214981714378753,2018-11-02 04:31:26,b'Application for Ph.D. admission at @IIITDelhi is open now. \nCheck more details at https://t.co/qZ21U9ugwg.\nDeadline\xe2\x80\xa6 https://t.co/h2skXkkblW',4,3
1058209278736113664,2018-11-02 04:08:47,b'RT @NirantK: 1/n The Wonderful World of Fine Tuned Language Models. Thread\xf0\x9f\x91\x87',0,40
1057834747743928320,2018-11-01 03:20:32,"b'RT @the_dhumketu: My 2 full papers and 2 student papers selected in @RealAAAI !!\n@midasIIITD Rocks!! \nThanks @RatnRajiv , @debanjanbhucs \n#\xe2\x80\xa6'",0,2
1057494757558108160,2018-10-31 04:49:32,b'@the_dhumketu @sundarpichai @GoogleAI @Googleorg @RatnRajiv We will be very happy to contribute for the same. \nThe\xe2\x80\xa6 https://t.co/CC34zfYQJF',0,0
1056829772444114945,2018-10-29 08:47:07,"b'Two @midasIIITD interns, @Leomi7 and Sahil Chopra, are attending EMNLP 2018 to present our papers. Best wishes to t\xe2\x80\xa6 https://t.co/CMXKRFmPJn'",9,4
1056386535950495744,2018-10-28 03:25:51,b'Need Help Getting Started with Applied Machine Learning? All ML beginners should go through it first.\xe2\x80\xa6 https://t.co/8NeSkhmLsZ',1,0
1056377151451099137,2018-10-28 02:48:34,b'Two student papers got accepted at AAAI despite this year 70% more submissions and the number of accepted papers sa\xe2\x80\xa6 https://t.co/COSL9QUlif',14,4
1055061838956621825,2018-10-24 11:41:59,"b'Another #ACMMM18 paper titled, ""Learning and Fusing Multimodal Deep Features for Acoustic Scene Categorization"", is\xe2\x80\xa6 https://t.co/9H9MPZ7Glb'",4,0
1055061224717660166,2018-10-24 11:39:32,"b'Our paper on ""Harnessing AI for Speech Reconstruction using Multi-view Silent Video Feed"" is online now at\xe2\x80\xa6 https://t.co/ESpl6bMTjd'",1,0
1054219413048696832,2018-10-22 03:54:29,"b'RT @debanjanbhucs: One of our papers on ""Detection of Personal Intake of Medicine from Twitter"" published in IEEE Intelligent Systems Journ\xe2\x80\xa6'",0,2
1052486262211383301,2018-10-17 09:07:33,"b'Training Neural Nets on Larger Batches: Practical Tips for 1-GPU, Multi-GPU &amp; Distributed setups  \nhttps://t.co/nAELMYGCie'",4,0
1052456782570971136,2018-10-17 07:10:25,"b'@smnh_azadi @goodfellow_ian FYI, @the_dhumketu'",0,0
1052456623959142400,2018-10-17 07:09:47,b'RT @smnh_azadi: Apply this simple rejection sampling technique to get rid of the bad samples generated by your GAN model. https://t.co/Mcfi\xe2\x80\xa6',0,45
1052456423714680838,2018-10-17 07:08:59,b'@UniofOxford @turinginst Check @Leomi7 @punnibhai',0,0
1052456105379590144,2018-10-17 07:07:43,"b'RT @soujanyaporia: We are making available a large multimodal multiparty dataset, manually annotated for emotion and sentiment. With D. Haz\xe2\x80\xa6'",0,16
1052254219661701127,2018-10-16 17:45:30,"b'Thank you, Dr. Debanjan Mahata @debanjanbhucs https://t.co/vXGHxkd2T3'",0,0
1052042526914486272,2018-10-16 03:44:19,"b'RT @mr2amc: Dear Colleagues, \n\n3 more days to go.\n@mr2amc  Deadline extended until Oct 18 Please consider submitting your research contribu\xe2\x80\xa6'",0,2
1051792295958179841,2018-10-15 11:09:59,b'RT @AKASH_2907: My internship experience @midasIIITD during summer 2018.\n\xe2\x80\x9cContent-based Video Relevance Prediction\xe2\x80\x9d https://t.co/rqovlLUSI7',0,2
1051792269827657728,2018-10-15 11:09:53,"b'@AKASH_2907 @AKASH_2907, it was great having you at @midasIIITD. \nWe hope it was a great learning experience for yo\xe2\x80\xa6 https://t.co/qmBsFC97Zi'",0,0
1051107821658484736,2018-10-13 13:50:07,b'The demo of our MyLipper system which got accepted to the 20th IEEE International Symposium on Multimedia 2018 conf\xe2\x80\xa6 https://t.co/Rf536Vt4tu',5,2
1050805843984244737,2018-10-12 17:50:10,"b'Congratulations Yaman @the_dhumketu, Rohit, Salik, and Dr. Shah @RatnRajiv on getting their paper titled, ""MyLipper\xe2\x80\xa6 https://t.co/FqRk6YbAxc'",5,1
1050593910030880768,2018-10-12 03:48:01,"b'RT @mr2amc: Dear Colleagues,\n@mr2amc Deadline extended until Oct 18, 2018.\nPlease consider submitting your research contribution to the 2nd\xe2\x80\xa6'",0,2
1050591330005475328,2018-10-12 03:37:46,"b'Congratulations Puneet Mathur @punnibhai , Meghna Ayyar @Leomi7, Dr. Rajiv Ratn Shah @RatnRajiv, and Dr. Shree Gopa\xe2\x80\xa6 https://t.co/zDSQr2ljcB'",10,3
1050082725124702208,2018-10-10 17:56:45,"b'MTech and Ph.D. students of @IIITDelhi, if you are interested in pursuing 6 months research internship at National\xe2\x80\xa6 https://t.co/bfuwwGhubE'",7,1
1049712545219661824,2018-10-09 17:25:48,"b'Thank you, @nvidia for your support. https://t.co/teGlvxhCKr'",13,3
1048594389692370944,2018-10-06 15:22:39,"b""RT @mr2amc: MR2AMC'18: Multimodal Representation, Retrieval, and Analysis of Multimedia Content in Social Media       \nDeadline: October 7,\xe2\x80\xa6""",0,1
1046299228815781889,2018-09-30 07:22:30,b'RT @OriolVinyalsML: Best GAN samples ever yet? Very impressive ICLR submission! BigGAN improves Inception Scores by &gt;100.\n\nPaper: https://t\xe2\x80\xa6',0,575
1046298834857545728,2018-09-30 07:20:56,"b'RT @radamihalcea: I compiled a list of top ten reasons to study Computer Science, and with the help of talented graphic designers, turned t\xe2\x80\xa6'",0,47
1045789389266268162,2018-09-28 21:36:34,"b'RT @RatnRajiv: Too many Turing awards, Field medals, Abel prizes, and Nevanlinna prizes in a frame. \xf0\x9f\x98\x86\nThank you, @HLForum for providing a p\xe2\x80\xa6'",0,1
1045784530282565632,2018-09-28 21:17:16,"b'RT @RatnRajiv: Thank you, @HLForum for organizing a wonderful conference with laureate in computer science and mathematics. \nIt could not b\xe2\x80\xa6'",0,1
1043604211244646401,2018-09-22 20:53:27,b'Congrats @midasIIITD student @Simcyy for getting selected to @Adobe Research for her summer internship in 2019.',4,1
1039813067800891392,2018-09-12 09:48:48,"b""RT @mr2amc: MR2AMC'18: Multimodal Representation, Retrieval, and Analysis of Multimedia Content in Social Media\n   \n  Deadline: October 7,\xe2\x80\xa6""",0,2
1039208552324186112,2018-09-10 17:46:41,"b'RT @mr2amc: Please submit your research papers on multimedia, social media, and multimodal computing to @mr2amc 2018. More details can be f\xe2\x80\xa6'",0,2
1039024927687360512,2018-09-10 05:37:01,b'RT @debanjanbhucs: Summarizing some recent developments in word embeddings #nlp https://t.co/XykpLifuop',0,3
1038656991961333762,2018-09-09 05:14:58,b'RT @debanjanbhucs: Excellent post for those working on word embeddings #NLP #MachineLearning  https://t.co/xENTzh7GrZ',0,2
1037641312076365824,2018-09-06 09:59:01,"b'@sharmadrishti @IIITDelhi @emnlp2018 Thank you, @sharmadrishti @midasIIITD @midasIIITD @RatnRajiv'",1,0
1037568295526756352,2018-09-06 05:08:53,"b'RT @IIITDelhi: Congratulations team @midasIIITD\nfor getting 4 papers accepted to @emnlp2018 workshops.  1) Offensive Tweets Classification,\xe2\x80\xa6'",0,4
1037401364471508992,2018-09-05 18:05:33,"b'RT @kdnuggets: Auto-Keras, or How You can Create a #DeepLearning Model in 4 Lines of Code #KDN https://t.co/A1FgKE0ZKA'",0,11
1037388440403292160,2018-09-05 17:14:12,b'RT @jain49: Big Change: Diabetes patients are looking for diabetes management systems.  Manufacturers of continuous glucose monitoring devi\xe2\x80\xa6',0,1
1037043189843091457,2018-09-04 18:22:18,b'RT @NipsConference: #NIPS2018 The main conference sold out in 11 minutes 38 seconds',0,688
1037012394856218624,2018-09-04 16:19:56,"b'Paper titled, ""Exploring and Learning Suicidal Ideation Connotations on Social Media with Deep Learning"", got accep\xe2\x80\xa6 https://t.co/3YD7Cmv7Tx'",5,1
1037011562370719744,2018-09-04 16:16:37,b'The fourth paper (and 3rd of @punnibhai) got accepted into @emnlp2018 workshops. Congratulations Team @midasIIITD\xe2\x80\xa6 https://t.co/iHAaRdozXb',3,1
1037005945711165440,2018-09-04 15:54:18,b'RT @NAACLHLT: Calls for papers for #naacl2019 are up!\nResearch track: https://t.co/tvFJx6P3Zs',0,34
1036783534411722754,2018-09-04 01:10:31,"b'RT @kdnuggets: Text Classification &amp; Embeddings Visualization Using LSTMs, CNNs, and Pre-trained Word Vectors https://t.co/ir0jssoMkh https\xe2\x80\xa6'",0,28
1036603432918953989,2018-09-03 13:14:52,"b'RT @mr2amc: @mr2amc challenge on ""Multimodal Sentiment Analysis Challenge"" is up now. You may visit the following link for more details:\xe2\x80\xa6'",0,3
1035941843417018368,2018-09-01 17:25:56,"b'RT @TheWebConf: Submitting to The Web Conference 2019 (WWW 2019) in San Francisco? Abstracts due Oct. 29, full papers Nov. 5! Full CFP: htt\xe2\x80\xa6'",0,33
1035904060291858434,2018-09-01 14:55:48,b'RT @kdnuggets: First Steps of Learning Deep Learning: Image Classification in Keras https://t.co/eroBz5EhS8 https://t.co/5CN1eQHbTP',0,25
1035726405554688000,2018-09-01 03:09:52,"b'@debanjanbhucs @debanjanbhucs, thanks for sharing. \n@the_dhumketu this will be useful.'",1,0
1035725912522645504,2018-09-01 03:07:55,"b'RT @DaveRubal: GREAT 9-page reference in basic #datascience. Here: https://t.co/g3EHvtd65h\n\nCovers basic concepts in probability, #statisti\xe2\x80\xa6'",0,9
1035585615570460672,2018-08-31 17:50:25,"b""RT @ylecun: Nice blog post about FAIR's work on unsupervised language translation. https://t.co/DfJWizDHeA""",0,21
1035398909336506369,2018-08-31 05:28:31,b'If you are holding Junior Research Fellowship (JRF) in computer science and looking for Ph.D. at the @midasIIITD la\xe2\x80\xa6 https://t.co/D1FhHK2TXt',3,3
1035367365091848192,2018-08-31 03:23:10,b'RT @goodfellow_ian: https://t.co/46MisEZT5n Deep learning for predicting aftershocks of large earthquakes. Besides offering better predicti\xe2\x80\xa6',0,196
1035097724193042433,2018-08-30 09:31:43,"b'@BloodDonorsIn Not everyone is aware of your handle and nor all can fill the form that you want people to fill. We,\xe2\x80\xa6 https://t.co/cOCzXSROcq'",0,1
1035096992618356737,2018-08-30 09:28:48,b'@BloodDonorsIn you may call us at 01126907495 or email us at midas@iiitd.ac.in to discuss opportunities to help you\xe2\x80\xa6 https://t.co/0HeixEdL6Q',0,0
1035095008024715265,2018-08-30 09:20:55,b'RT @ylecun: Many European country should dramatically increase their R&amp;D investments. https://t.co/27htpbr9P0',0,468
1035022365514596352,2018-08-30 04:32:16,b'RT @ponguru: Need Hindi-English Code-Mixed #POS Tagged data? Code: https://t.co/leACdMdOnG Data: https://t.co/qoj6p9tMQc from our recent #S\xe2\x80\xa6',0,2
1034824835220758530,2018-08-29 15:27:21,b'RT @kdnuggets: NVIDIA Blog: Supervised Vs. Unsupervised Learning https://t.co/qLhByopdqT https://t.co/8aRgrEa3TX',0,5
1034718568481415168,2018-08-29 08:25:05,"b'RT @DheerajSanghi: Delhi government nods construction of Phase-2 of DTU, IIIT-D https://t.co/OfBtFs9R3g'",0,1
1034492572519940097,2018-08-28 17:27:03,b'@medialab @TechXplore_com an interesting problem to pursue @the_dhumketu @RatnRajiv @mr2amc',1,0
1034492035082809344,2018-08-28 17:24:55,b'RT @DheerajSanghi: Google data collection research via @DCNorg https://t.co/WOKPIhb5dK',0,1
1034444823317475330,2018-08-28 14:17:19,"b'RT @assert_pub: ""Ubiquitous Event Mining to Enhance Personal Health"" is the #1 paper on Arxiv today in human-computer interaction. Congrats\xe2\x80\xa6'",0,2
1034439519364243457,2018-08-28 13:56:15,"b'Congratulations @midasIIITD PI, @RatnRajiv, on getting selected for the SAP Grant at the 6th Heidelberg Laureate Fo\xe2\x80\xa6 https://t.co/0wbOEtn0N8'",7,0
1033764466049994752,2018-08-26 17:13:49,b'RT @jain49: Great to hear this.  #FoodComputing #FutureHealth https://t.co/qH1zns8MpG',0,1
1033218747345956864,2018-08-25 05:05:20,b'@ponguru @IIITDelhi @AhujaSheetu @DheerajSanghi Best wishes to all graduates of @IIITDelhi. \n@midasIIITD looks forw\xe2\x80\xa6 https://t.co/Uj3bJv8Fh1',2,1
1032854946721320960,2018-08-24 04:59:43,b'RT @kdnuggets: Understanding Deep Convolutional #NeuralNetworks with a practical use-case in Tensorflow and Keras #KDN https://t.co/Yiop03C\xe2\x80\xa6',0,32
1032854834423128069,2018-08-24 04:59:16,b'RT @hardmaru: Everybody Dance Now!\nExciting new work on conditional video synthesis from Berkeley.\nhttps://t.co/kXGsZ8O4zA https://t.co/TuS\xe2\x80\xa6',0,8441
1032680933143375872,2018-08-23 17:28:15,b'RT @YejinChoinka: We have a hot new dataset for \xf0\x9f\x94\xa5NLI with commonsense\xf0\x9f\x94\xa5! --- 113k multiple choice questions adversarially constructed to mak\xe2\x80\xa6',0,77
1032657916044570624,2018-08-23 15:56:47,"b'RT @radamihalcea: We are releasing a brand new dataset of fake news, covering several domains\nhttps://t.co/aq5s3rV7ti\n\nRead the paper here\xe2\x80\xa6'",0,83
1032640793062719489,2018-08-23 14:48:45,"b'""Did you offend me? Classification of Offensive Tweets in Hinglish Language.""\n\nMany congratulations to @midasIIITD\xe2\x80\xa6 https://t.co/YHwqMmF8HG'",6,1
1032553403103117312,2018-08-23 09:01:29,"b'Congratulations @midasIIITD interns, @punnibhai Puneet, @Leomi7 Meghna, Sahil Chopra, Simra Shahid, and Laiba Mehna\xe2\x80\xa6 https://t.co/4WZe8TMp2P'",7,2
1032527807937536000,2018-08-23 07:19:47,b'https://t.co/GOyrocgXf4',8,1
1032527273948196864,2018-08-23 07:17:40,b'TCS Foundation inaugurated Centre for Design and New Media at @IIITDelhi. @midasIIITD is proud to be the part of th\xe2\x80\xa6 https://t.co/aNIurRQqm8',8,3
1032472206322724866,2018-08-23 03:38:51,b'@RatnRajiv Another paper will help companies or people to find offensive tweets in Hinglish automatically. Our meth\xe2\x80\xa6 https://t.co/b01NGnU6tS',2,1
1032471151526572032,2018-08-23 03:34:39,b'Congratulations all @midasIIITD interns for your great work. \nOne of our accepted work will help patients to reach\xe2\x80\xa6 https://t.co/w9mQgB2Lrq',4,2
1032470461546782720,2018-08-23 03:31:55,b'@Thom_Wolf @stanfordnlp @sivareddyg @hhexiy @yatskar @MohitIyyer @the_dhumketu @RatnRajiv \nA great scope to work on this dataset.',1,0
1032347237664215042,2018-08-22 19:22:16,b'@danqi_chen @stanfordnlp FYI @the_dhumketu',1,0
1032299285881057280,2018-08-22 16:11:43,b'RT @kdnuggets: Awesome #DeepLearning: Most Cited #DeepLearning Papers #KDN https://t.co/szGieAzboH',0,33
1032293869587652608,2018-08-22 15:50:12,"b'RT @stanfordnlp: People usually get information from others in a multi-turn conversation. To approach this, we\xe2\x80\x99ve released CoQA \xf0\x9f\x8d\x83\xe2\x80\x94A Convers\xe2\x80\xa6'",0,233
1032249434174709761,2018-08-22 12:53:38,b'Team @midasIIITD looking forward to with CDNM. https://t.co/h4roiaL1X6',4,1
1032139205164462080,2018-08-22 05:35:37,"b'RT @VeredShwartz: After 3 years of blogging about NLP, with the goal of writing in simple words that non-experts can understand, I finally\xe2\x80\xa6'",0,61
1032129391231287296,2018-08-22 04:56:37,"b""RT @msisodia: With immense ambition &amp; hope, inaugurated the sprawling @IIITDelhi Phase 2 Campus with Hon'ble CM @ArvindKejriwal \n\nThe total\xe2\x80\xa6""",0,496
1032129326035038209,2018-08-22 04:56:22,b'RT @goodfellow_ian: Video-to-video translation with conditional GANs https://t.co/DDmRSTkpri',0,87
1032129307341025280,2018-08-22 04:56:17,"b""RT @kaggle: RT @afshinea \xf0\x9f\x94\xa5Set of illustrated Machine Learning cheat sheets from Stanford's CS 229 class:\nDeep Learning: https://t.co/BNQ7Fp\xe2\x80\xa6""",0,553
1031415853542137856,2018-08-20 05:41:16,"b'RT @jain49: Beginning to understand what we eat better. Next, controlling it through engineering. #FoodComputing https://t.co/PpMwnqFvak vi\xe2\x80\xa6'",0,1
1031398457678782464,2018-08-20 04:32:09,"b'Our paper titled, ""IceBreaker: Solving Cold Start Problem for Video\nRecommendation Engines"", is now available on Ar\xe2\x80\xa6 https://t.co/vv4eAFATn6'",3,1
1031388280556675072,2018-08-20 03:51:43,"b'RT @mr2amc: Call for papers: MR2AMC 2018, Taichung, Taiwan.\n\nhttps://t.co/gBhtnsyUk3'",0,1
1031108308260642816,2018-08-19 09:19:12,"b'Our paper titled, ""Neural Machine Translation for English-Tamil"", is got accepted to the third Conference on Machin\xe2\x80\xa6 https://t.co/44Oq7l8Lek'",9,0
1030893167003033600,2018-08-18 19:04:18,"b'RT @mr2amc: Team @midasIIITD, please spread CFP for @mr2amc \n\n#ISM #MR2AMC #IEEE #MIDAS https://t.co/D2ZJjYR8N4'",0,3
1030866754371833857,2018-08-18 17:19:21,b'RT @mr2amc: Our paper submission system is ready on EasyChair for @mr2amc \n\nhttps://t.co/kMfbLOcz6x\n\nYou may submit your original contribut\xe2\x80\xa6',0,3
1030664474091552768,2018-08-18 03:55:34,"b'RT @NurtureAI: How do you choose the hyperparameters of an NN model? While current methods revolve around trial and error, this becomes inf\xe2\x80\xa6'",0,5
1029974301737402369,2018-08-16 06:13:04,b'RT @kdnuggets: Diving Deep into Deepfakes https://t.co/gM5xM4pMkz https://t.co/o969Jpeuwr',0,12
1029948414606368768,2018-08-16 04:30:12,"b'Congratulations @midasIIITD @IIITDelhi interns, Deepanshu, Meghna, and Ashutosh for getting their paper accepted to\xe2\x80\xa6 https://t.co/WyswsIkPoh'",7,3
1029739140399734784,2018-08-15 14:38:37,"b'RT @jain49: This is magic. In fact, more than magic, real transformation. https://t.co/tQbbb8Ka36'",0,1
1029738826879651841,2018-08-15 14:37:22,b'RT @kdnuggets: The Best Metric to Measure Accuracy of Classification Models #KDN https://t.co/RBFTGnKr5M',0,6
1029738514097876992,2018-08-15 14:36:08,b'RT @kdnuggets: KDnuggets 18:n31: Top 10 roles in #AI and #datascience; Github Data Science Spotlight: #Python tools for #MachineLearning ht\xe2\x80\xa6',0,6
1029654786596130816,2018-08-15 09:03:25,b'RT @ponguru: Looking for ideas / projects in #privacy and #security in #socialnetwork? Here is a list of ideas that you can explore https:/\xe2\x80\xa6',0,4
1028956357062524929,2018-08-13 10:48:07,b'RT @coling2018: #COLING2018 proceedings are now in the ACL Anthology! https://t.co/75kJ0btl3M\n\n#nlproc #linguistics Check out those multili\xe2\x80\xa6',0,28
1028659245632368641,2018-08-12 15:07:30,"b'Very interesting! We at @midasIIITD, also doing some work on @DigitalHealth. Hope to present them in upcoming confe\xe2\x80\xa6 https://t.co/WRBWaYRCup'",3,1
1028647195808079873,2018-08-12 14:19:37,"b'RT @kdnuggets: GitHub Python Data Science Spotlight: AutoML, NLP, Visualization, ML Workflows https://t.co/83nUhUzxF6 https://t.co/213EnP8x\xe2\x80\xa6'",0,45
1028629944371433472,2018-08-12 13:11:04,"b'RT @mr2amc: @mr2amc will be organized by Prof @RatnRajiv and A V Subramanyam (@IIITDelhi ), Prof Roger Zimmermann and Yifang Yin (@NUSCompu\xe2\x80\xa6'",0,2
1028568589962543104,2018-08-12 09:07:16,"b'RT @mr2amc: Our workshop proposal on Multimodal Representation, Retrieval, and Analysis of Multimedia Content in Social Media (MR2AMC) http\xe2\x80\xa6'",0,2
1028498722748018688,2018-08-12 04:29:38,"b""NLP's ImageNet moment has arrived \xc2\xbb https://t.co/miZDIXKpq5 #natural language processing #nlp #transfer learning""",2,0
1028201519798276097,2018-08-11 08:48:40,b'@soujanyaporia @nlp Congrats Dr. @soujanyaporia',1,0
1027499198315409408,2018-08-09 10:17:53,b'RT @kdnuggets: Ultimate Guide to Getting Started with Tensorflow https://t.co/tWpYBsmbG5 https://t.co/jXi4GK97mX',0,111
1027434289011421184,2018-08-09 05:59:57,b'RT @TensorFlow: TensorFlow 1.10.0 has been released! Please see the full release notes for details on added features and changes \xe2\x86\x93 https://\xe2\x80\xa6',0,265
1027155192326709249,2018-08-08 11:30:56,b'@midasIIITD is looking for motivated IIITD MTech students who have an interest in research and deep learning techni\xe2\x80\xa6 https://t.co/jxUuuTNO8A',2,1
1027070352491302912,2018-08-08 05:53:48,b'@IIITDelhi @ponguru @RatnRajiv The results of @midasIIITD are as follows https://t.co/I8bOPaJSQv',3,1
1027068380962910208,2018-08-08 05:45:58,"b'RT @IIITDelhi: @midasIIITD has secured rank 1 in the IRMiDis challenge of the 10th FIRE 2018 conference. Congratulations MIDAS interns, Sak\xe2\x80\xa6'",0,1
1026728788762099712,2018-08-07 07:16:33,b'RT @kdnuggets: Comparison of Top 6 Python NLP Libraries https://t.co/3ubomIUh4N https://t.co/KgP6R9mZsD',0,40
1026650435296190464,2018-08-07 02:05:12,b'Check more details of the 20th IEEE International Symposium on Multimedia (ISM) conference at\xe2\x80\xa6 https://t.co/6NL6nhWrXI',1,1
1026648829947310082,2018-08-07 01:58:49,"b'MR2AMC@ISM 2018 will be organized by @RatnRajiv (@midasIIITD), @debanjanbhucs (@TechAtBloomberg), Yifang Yin (\xe2\x80\xa6 https://t.co/6gXWHEG0TC'",1,1
1026646745915117568,2018-08-07 01:50:33,"b'Our workshop proposal named, ""MR2AMC: Multimodal Representation,\nRetrieval, and Analysis of Multimedia Content in S\xe2\x80\xa6 https://t.co/NdY84xlAiJ'",1,1
1026525407548297216,2018-08-06 17:48:23,b'@NUSComputing Congratulations Abdelhak and Prof Zimmermann.',0,0
1026525053456797696,2018-08-06 17:46:59,b'RT @goodfellow_ian: One of the most anticipated GAN names now taken: paGAN. https://t.co/ifUgy40O8t https://t.co/NvxKDwEMZz',0,103
1026348845062483970,2018-08-06 06:06:47,b'@the_dhumketu Great to have you in @midasIIITD',0,0
1025259106104307713,2018-08-03 05:56:33,b'Congratulation @soujanyaporia for being appointed as an Adjunct Faculty of @IIITDelhi. He will be working with team\xe2\x80\xa6 https://t.co/Rve8ewvi4I',6,1
1024622587110772736,2018-08-01 11:47:15,b'@IIITDelhi @the_dhumketu Thanks team @midasIIITD https://t.co/2WvhaHBq3h',5,1
1024615754971328514,2018-08-01 11:20:07,"b'RT @IIITDelhi: Congratulations @midasIIITD intern @the_dhumketu for getting his paper titled,""Harnessing AI for Speech Reconstruction using\xe2\x80\xa6'",0,4
1024521803308261377,2018-08-01 05:06:47,"b'RT @learning_pt: Profile of the 5 Indian undergrads admitted to MIT for 2018-2022 session. \nNote, how they grabbed the Linguistics Olympiad\xe2\x80\xa6'",0,4
1024266393682759685,2018-07-31 12:11:52,b'Have a look at the list of accepted papers in ACM Multimedia 2018 if you are willing to work on some interesting mu\xe2\x80\xa6 https://t.co/N7Biw32JS2',1,0
1024114029097246725,2018-07-31 02:06:26,"b'RT @goodfellow_ian: https://t.co/hYiWI7ntyk TensorFuzz automates the process of finding inputs that cause some specific testable behavior,\xe2\x80\xa6'",0,264
1023833283321257984,2018-07-30 07:30:51,"b'RT @IIITDelhi: Congratulations Dr. @RatnRajiv and team @midasIIITD for getting their paper titled,""Learning and Fusing Multimodal Deep Feat\xe2\x80\xa6'",0,2
